Receipt.No,Employee.No,Amount
4812,43,$726.30 
4813,85,$836.23 
4814,16,$190.26 
4815,93,$484.68 
4816,19,$662.09 
4817,1,$269.94 
4818,91,$737.85 
4819,58,$984.33 
4820,63,$768.80 
4821,4,$215.06 
4822,15,$489.34 
4823,60,$36.64 
4824,56,$878.85 
4825,78,$144.36 
4826,13,$234.14 
4827,14,$321.03 
4828,57,$66.38 
4829,46,$179.32 
4830,44,$205.68 
4831,81,$75.99 
4832,22,$517.11 
4833,37,$908.82 
4834,36,$169.33 
4835,22,$121.16 
4836,34,$989.76 
4837,98,$591.72 
4838,28,$624.68 
4839,96,$792.62 
4840,44,$323.63 
4841,14,$406.12 
4842,33,$492.12
4843,80,$178.81 
4844,88,$975.15 
4845,71,$389.29 
4846,64,$305.16 
4847,29,$629.54 
4848,7,$298.10 
4849,61,$806.26 
4850,76,$267.56 
4851,92,$348.23 
4852,80,$216.16 
4853,12,$38.20 
4854,0,$674.01 
4855,70,$670.45 
4856,44,$481.53 
4857,39,$516.66 
4858,98,$306.81 
4859,93,$512.52 
4860,27,$552.22 
4861,99,$247.68 
4862,28,$48.62 
4863,37,$542.93 
4864,59,$704.84 
4865,43,$150.97 
4866,66,$356.13 
4867,58,$933.21 
4868,46,$710.74 
4869,8,$262.20 
4870,84,$419.75 
4871,35,$376.67 
4872,33,$459.02
4873,27,$944.89 
4874,92,$342.91 
4875,65,$538.15 
4876,23,$4.57 
4877,73,$677.71 
4878,17,$995.72 
4879,64,$625.56 
4880,18,$911.17 
4881,84,$64.53 
4882,67,$231.73 
4883,80,$346.56 
4884,45,$873.04 
4885,7,$870.91 
4886,14,$805.80 
4887,31,$293.11 
4888,65,$476.24 
4889,29,$626.20 
4890,12,$936.01 
4891,86,$431.24 
4892,62,$190.86 
4893,0,$722.35 
4894,93,$20.02 
4895,88,$604.81 
4896,37,$708.76 
4897,61,$372.67 
4898,3,$279.31 
4899,65,$369.51 
4900,0,$667.94 
4901,17,$17.57 
4902,77,$828.95 
4903,96,$2.13 
4904,11,$791.50 
4905,85,$604.18 
4906,70,$865.41 
4907,80,$722.33 
4908,37,$706.81 
4909,66,$489.09 
4910,99,$405.59 
4911,85,$404.46 
4912,26,$61.62 
4913,4,$849.81 
4914,94,$605.15 
4915,72,$31.63 
4916,13,$951.44 
4917,19,$672.14 
4918,16,$389.22 
4919,5,$629.19 
4920,43,$959.05 
4921,21,$262.56 
4922,41,$667.82 
4923,45,$996.61 
4924,73,$608.44 
4925,59,$422.44 
4926,75,$295.25 
4927,61,$529.64 
4928,7,$283.42 
4929,23,$21.13 
4930,94,$550.20 
4931,72,$825.23 
4932,85,$562.38 
4933,54,$553.75 
4934,94,$527.17 
4935,82,$553.70 
4936,42,$605.99 
4937,72,$126.28 
4938,41,$730.92 
4939,30,$292.65 
4940,74,$59.92 
4941,12,$728.63 
4942,70,$693.82 
4943,27,$441.49 
4944,63,$861.98 
4945,62,$500.73 
4946,56,$597.54 
4947,17,$987.54 
4948,18,$918.35 
4949,71,$559.85 
4950,49,$994.48 
4951,47,$757.55 
4952,37,$688.63 
4953,44,$312.13 
4954,6,$343.88 
4955,56,$489.42 
4956,80,$600.47 
4957,50,$338.45 
4958,9,$605.09 
4959,20,$847.65 
4960,37,$139.00 
4961,18,$786.64 
4962,95,$696.37 
4963,84,$223.35 
4964,56,$17.84 
4965,35,$395.69 
4966,89,$62.66 
4967,68,$569.57 
4968,68,$557.66 
4969,54,$410.17 
4970,71,$868.93 
4971,59,$976.46 
4972,31,$84.39 
4973,88,$507.78 
4974,17,$238.31 
4975,16,$946.37 
4976,77,$671.76 
4977,17,$489.78 
4978,80,$828.61 
4979,96,$131.65 
4980,99,$201.64 
4981,61,$454.04 
4982,42,$919.24 
4983,52,$128.47 
4984,24,$211.78 
4985,67,$864.25 
4986,43,$189.37 
4987,44,$698.45 
4988,96,$724.23 
4989,74,$723.06 
4990,76,$101.66 
4991,83,$713.75 
4992,27,$827.19 
4993,63,$98.87 
4994,26,$523.23 
4995,8,$347.64 
4996,49,$327.03 
4997,41,$168.76 
4998,70,$153.83 
4999,81,$740.64 
5000,38,$866.52 
5001,47,$529.98 
5002,69,$960.24 
5003,72,$48.88 
5004,13,$190.61 
5005,95,$107.41 
5006,35,$716.20 
5007,52,$843.73 
5008,33,$497.88
5009,62,$318.86 
5010,28,$276.52 
5011,25,$919.91 
5012,30,$50.03 
5013,17,$28.91 
5014,32,$83.02 
5015,30,$176.88 
5016,69,$679.88 
5017,37,$555.62 
5018,14,$50.84 
5019,30,$694.59 
5020,59,$660.90 
5021,86,$138.19 
5022,32,$784.36 
5023,21,$433.79 
5024,93,$151.51 
5025,60,$226.56 
5026,33,$476.12
5027,84,$505.90 
5028,87,$10.67 
5029,44,$324.16 
5030,66,$132.06 
5031,15,$905.26 
5032,83,$228.56 
5033,27,$120.37 
5034,32,$998.33 
5035,50,$551.70 
5036,9,$29.36 
5037,24,$614.14 
5038,95,$783.83 
5039,81,$900.16 
5040,45,$893.73 
5041,32,$880.22 
5042,21,$204.79 
5043,64,$578.72 
5044,83,$529.85 
5045,48,$73.59 
5046,83,$344.75 
5047,60,$27.92 
5048,10,$150.04 
5049,67,$79.48 
5050,25,$506.45 
5051,54,$310.31 
5052,77,$214.77 
5053,68,$488.86 
5054,88,$437.32 
5055,63,$70.24 
5056,97,$696.70 
5057,44,$878.41 
5058,5,$263.85 
5059,15,$294.97 
5060,3,$897.21 
5061,33,$495.77
5062,17,$77.97 
5063,25,$147.06 
5064,20,$651.08 
5065,41,$237.83 
5066,34,$912.81 
5067,13,$387.71 
5068,39,$925.31 
5069,74,$814.09 
5070,81,$979.44 
5071,21,$355.51 
5072,69,$761.39 
5073,94,$748.18 
5074,0,$869.23 
5075,74,$259.21 
5076,0,$501.71 
5077,36,$196.68 
5078,24,$186.56 
5079,18,$878.41 
5080,28,$483.03 
5081,54,$123.20 
5082,94,$935.07 
5083,94,$130.05 
5084,46,$708.57 
5085,94,$412.14 
5086,99,$422.59 
5087,87,$855.15 
5088,15,$14.35 
5089,10,$482.85 
5090,27,$874.41 
5091,75,$774.58 
5092,13,$353.72 
5093,37,$115.32 
5094,26,$628.35 
5095,66,$787.43 
5096,64,$424.55 
5097,8,$298.88 
5098,28,$853.79 
5099,84,$596.27 
5100,11,$710.27 
5101,41,$883.12 
5102,74,$840.82 
5103,96,$917.78 
5104,26,$350.35 
5105,14,$940.56 
5106,96,$595.44 
5107,35,$453.46 
5108,49,$215.24 
5109,77,$995.83 
5110,95,$858.04 
5111,69,$877.37 
5112,77,$75.94 
5113,52,$149.53 
5114,71,$155.22 
5115,36,$413.45 
5116,76,$705.95 
5117,75,$833.47 
5118,67,$617.38 
5119,86,$836.92 
5120,83,$785.43 
5121,20,$266.92 
5122,45,$625.37 
5123,17,$646.21 
5124,34,$902.79 
5125,83,$886.42 
5126,27,$154.78 
5127,82,$641.28 
5128,56,$542.43 
5129,35,$69.26 
5130,74,$904.45 
5131,90,$904.96 
5132,50,$507.59 
5133,72,$585.24 
5134,95,$60.02 
5135,72,$329.63 
5136,41,$724.18 
5137,34,$710.15 
5138,25,$421.62 
5139,21,$703.15 
5140,43,$285.59 
5141,47,$383.69 
5142,97,$147.09 
5143,65,$69.31 
5144,65,$756.42 
5145,3,$938.22 
5146,81,$699.50 
5147,7,$200.50 
5148,30,$926.72 
5149,46,$332.24 
5150,84,$372.70 
5151,27,$849.99 
5152,72,$770.38 
5153,16,$120.33 
5154,37,$455.74 
5155,96,$400.52 
5156,21,$292.26 
5157,74,$107.08 
5158,96,$513.47 
5159,77,$738.32 
5160,65,$78.53 
5161,61,$522.92 
5162,88,$319.99 
5163,90,$847.95 
5164,78,$775.09 
5165,3,$737.73 
5166,54,$404.60 
5167,81,$417.01 
5168,25,$168.10 
5169,30,$715.31 
5170,40,$536.40 
5171,73,$523.87 
5172,81,$957.53 
5173,94,$480.86 
5174,94,$550.84 
5175,35,$520.84 
5176,50,$561.37 
5177,27,$104.34 
5178,0,$10.17 
5179,67,$153.28 
5180,5,$710.14 
5181,14,$379.49 
5182,74,$240.20 
5183,74,$374.39 
5184,2,$108.46 
5185,78,$836.92 
5186,85,$484.78 
5187,39,$862.49 
5188,25,$194.20 
5189,42,$554.33 
5190,24,$565.19 
5191,36,$372.64 
5192,7,$651.30 
5193,57,$538.14 
5194,31,$736.98 
5195,5,$162.25 
5196,73,$874.41 
5197,85,$805.17 
5198,18,$480.90 
5199,96,$162.07 
5200,27,$482.60 
5201,78,$106.15 
5202,6,$366.00 
5203,31,$873.60 
5204,43,$807.05 
5205,9,$48.01 
5206,89,$531.03 
5207,51,$445.91 
5208,24,$326.31 
5209,2,$46.26 
5210,37,$306.74 
5211,54,$757.92 
5212,1,$443.71 
5213,85,$822.09 
5214,46,$693.85 
5215,71,$34.37 
5216,29,$872.19 
5217,29,$493.81 
5218,29,$809.09 
5219,51,$834.47 
5220,92,$285.83 
5221,49,$104.99 
5222,80,$872.75 
5223,2,$719.41 
5224,12,$363.29 
5225,74,$828.02 
5226,62,$520.42 
5227,58,$555.31 
5228,99,$308.73 
5229,99,$191.16 
5230,17,$556.40 
5231,71,$707.48 
5232,70,$87.31 
5233,47,$28.56 
5234,84,$259.04 
5235,50,$85.84 
5236,76,$86.76 
5237,29,$936.25 
5238,75,$783.46 
5239,1,$505.67 
5240,96,$531.89 
5241,33,$480.27
5242,23,$758.81 
5243,85,$488.97 
5244,88,$514.82 
5245,89,$191.42 
5246,57,$942.01 
5247,37,$687.43 
5248,52,$790.81 
5249,40,$575.35 
5250,2,$871.79 
5251,86,$518.37 
5252,15,$682.82 
5253,32,$762.07 
5254,72,$712.41 
5255,64,$581.35 
5256,6,$974.21 
5257,42,$402.32 
5258,37,$11.99 
5259,66,$685.39 
5260,92,$657.79 
5261,42,$801.85 
5262,42,$499.00 
5263,66,$848.68 
5264,91,$996.93 
5265,69,$298.92 
5266,83,$354.58 
5267,4,$700.34 
5268,6,$398.50 
5269,84,$64.28 
5270,9,$10.82 
5271,67,$119.91 
5272,26,$438.83 
5273,29,$108.78 
5274,53,$562.34 
5275,55,$760.65 
5276,88,$776.39 
5277,46,$774.03 
5278,78,$623.58 
5279,75,$395.95 
5280,99,$430.50 
5281,10,$839.60 
5282,53,$534.88 
5283,28,$507.70 
5284,7,$852.70 
5285,73,$741.41 
5286,18,$254.23 
5287,20,$549.79 
5288,93,$896.08 
5289,4,$274.36 
5290,12,$895.00 
5291,50,$166.10 
5292,20,$785.21 
5293,98,$616.08 
5294,43,$627.84 
5295,19,$81.31 
5296,25,$921.79 
5297,97,$228.80 
5298,41,$158.79 
5299,53,$283.59 
5300,83,$759.45 
5301,51,$361.62 
5302,27,$753.47 
5303,36,$510.68 
5304,95,$108.88 
5305,36,$784.89 
5306,47,$61.80 
5307,5,$103.95 
5308,10,$704.45 
5309,77,$351.78 
5310,3,$55.56 
5311,84,$562.75 
5312,89,$189.83 
5313,96,$333.65 
5314,2,$725.82 
5315,73,$34.80 
5316,2,$346.81 
5317,37,$647.80 
5318,6,$815.05 
5319,7,$640.02 
5320,6,$330.28 
5321,33,$459.93
5322,23,$936.80 
5323,94,$213.16 
5324,92,$530.74 
5325,71,$600.47 
5326,80,$680.44 
5327,91,$269.39 
5328,44,$479.00 
5329,81,$337.41 
5330,78,$319.52 
5331,7,$347.24 
5332,51,$640.17 
5333,30,$757.46 
5334,6,$218.87 
5335,39,$656.56 
5336,4,$73.10 
5337,39,$205.90 
5338,47,$598.63 
5339,89,$164.27 
5340,75,$413.24 
5341,58,$477.09 
5342,99,$811.11 
5343,40,$822.05 
5344,88,$561.30 
5345,52,$565.25 
5346,78,$554.07 
5347,11,$872.43 
5348,49,$226.74 
5349,77,$278.58 
5350,73,$505.00 
5351,60,$59.45 
5352,50,$977.95 
5353,89,$480.17 
5354,62,$627.01 
5355,88,$175.29 
5356,24,$244.88 
5357,41,$321.42 
5358,41,$262.40 
5359,11,$774.65 
5360,22,$938.30 
5361,59,$521.02 
5362,80,$579.12 
5363,81,$339.17 
5364,8,$993.45 
5365,50,$448.52 
5366,30,$20.50 
5367,95,$439.66 
5368,4,$238.79 
5369,17,$265.36 
5370,52,$801.91 
5371,24,$403.78 
5372,1,$353.80 
5373,1,$226.11 
5374,66,$810.59 
5375,88,$28.43 
5376,86,$417.29 
5377,78,$144.65 
5378,21,$581.44 
5379,26,$643.05 
5380,39,$887.64 
5381,7,$644.01 
5382,37,$814.98 
5383,20,$811.65 
5384,13,$236.39 
5385,19,$147.30 
5386,13,$65.38 
5387,32,$438.64 
5388,67,$874.25 
5389,13,$565.64 
5390,79,$241.00 
5391,22,$974.89 
5392,34,$80.82 
5393,10,$928.17 
5394,25,$580.90 
5395,11,$993.87 
5396,98,$158.70 
5397,87,$458.12 
5398,64,$868.64 
5399,58,$891.83 
5400,42,$133.75 
5401,72,$858.49 
5402,78,$840.50 
5403,71,$987.18 
5404,91,$850.20 
5405,60,$790.54 
5406,7,$83.88 
5407,20,$301.53 
5408,84,$894.95 
5409,20,$605.71 
5410,94,$116.07 
5411,74,$306.42 
5412,56,$955.09 
5413,46,$754.45 
5414,59,$381.13 
5415,54,$984.71 
5416,44,$63.22 
5417,45,$358.40 
5418,18,$334.82 
5419,5,$162.34 
5420,58,$160.79 
5421,8,$616.26 
5422,31,$140.17 
5423,50,$60.90 
5424,30,$730.14 
5425,94,$222.84 
5426,29,$464.47 
5427,63,$159.72 
5428,93,$86.64 
5429,24,$550.71 
5430,92,$104.15 
5431,5,$336.94 
5432,4,$587.50 
5433,43,$598.07 
5434,44,$841.53 
5435,55,$851.04 
5436,94,$99.15 
5437,72,$905.19 
5438,56,$306.60 
5439,3,$275.95 
5440,84,$728.74 
5441,8,$198.06 
5442,75,$599.21 
5443,36,$25.94 
5444,39,$103.23 
5445,17,$301.32 
5446,95,$104.07 
5447,65,$267.56 
5448,68,$69.90 
5449,25,$213.20 
5450,11,$303.18 
5451,42,$679.94 
5452,86,$15.46 
5453,57,$794.31 
5454,93,$707.27 
5455,65,$405.83 
5456,49,$715.34 
5457,74,$972.92 
5458,53,$436.00 
5459,86,$443.05 
5460,3,$134.06 
5461,0,$601.61 
5462,46,$603.86 
5463,47,$777.10 
5464,9,$603.87 
5465,65,$449.64 
5466,5,$877.12 
5467,65,$487.21 
5468,84,$648.21 
5469,23,$772.51 
5470,29,$636.17 
5471,32,$592.70 
5472,50,$146.48 
5473,13,$45.32 
5474,50,$527.34 
5475,74,$282.92 
5476,13,$367.64 
5477,33,$489.09
5478,32,$599.71 
5479,32,$996.97 
5480,65,$70.59 
5481,91,$253.05 
5482,34,$526.57 
5483,26,$275.39 
5484,93,$816.04 
5485,13,$186.85 
5486,91,$161.37 
5487,14,$547.48 
5488,48,$284.84 
5489,51,$297.74 
5490,61,$858.03 
5491,22,$557.89 
5492,66,$955.28 
5493,97,$857.93 
5494,43,$250.72 
5495,51,$705.95 
5496,12,$932.82 
5497,53,$913.10 
5498,1,$807.42 
5499,96,$786.97 
5500,27,$971.37 
5501,44,$819.72 
5502,18,$760.64 
5503,45,$929.13 
5504,46,$323.24 
5505,73,$176.12 
5506,22,$12.97 
5507,36,$484.37 
5508,55,$41.22 
5509,29,$786.32 
5510,15,$922.44 
5511,99,$452.51 
5512,14,$992.02 
5513,23,$575.82 
5514,44,$1.82 
5515,81,$276.15 
5516,83,$426.93 
5517,80,$251.18 
5518,67,$998.92 
5519,57,$477.51 
5520,52,$462.91 
5521,55,$446.94 
5522,51,$532.86 
5523,62,$599.32 
5524,8,$912.60 
5525,2,$573.69 
5526,79,$47.47 
5527,13,$869.74 
5528,22,$85.02 
5529,26,$221.24 
5530,42,$390.81 
5531,61,$697.87 
5532,29,$882.35 
5533,29,$849.98 
5534,98,$815.75 
5535,42,$374.71 
5536,23,$748.66 
5537,50,$26.11 
5538,69,$877.91 
5539,72,$315.84 
5540,75,$658.02 
5541,26,$788.12 
5542,98,$951.00 
5543,64,$8.99 
5544,20,$854.30 
5545,7,$648.22 
5546,32,$708.64 
5547,24,$453.91 
5548,68,$659.23 
5549,64,$472.63 
5550,24,$653.12 
5551,29,$170.26 
5552,72,$6.42 
5553,29,$14.28 
5554,17,$377.42 
5555,49,$653.43 
5556,51,$406.99 
5557,64,$853.33 
5558,61,$651.37 
5559,56,$470.86 
5560,70,$758.69 
5561,28,$549.56 
5562,37,$828.86 
5563,95,$20.64 
5564,55,$383.10 
5565,81,$477.56 
5566,96,$115.91 
5567,97,$311.11 
5568,53,$93.52 
5569,48,$188.48 
5570,66,$139.65 
5571,55,$895.53 
5572,59,$765.49 
5573,66,$850.63 
5574,96,$57.77 
5575,17,$762.37 
5576,62,$381.88 
5577,17,$490.23 
5578,47,$989.37 
5579,12,$318.83 
5580,74,$69.84 
5581,99,$313.83 
5582,71,$823.19 
5583,70,$538.72 
5584,5,$832.81 
5585,38,$640.43 
5586,95,$631.80 
5587,23,$978.75 
5588,61,$206.67 
5589,8,$20.90 
5590,60,$232.32 
5591,7,$106.09 
5592,23,$677.64 
5593,91,$792.88 
5594,48,$480.08 
5595,63,$873.97 
5596,1,$214.02 
5597,55,$825.03 
5598,90,$229.92 
5599,24,$852.96 
5600,44,$829.21 
5601,84,$160.73 
5602,61,$237.69 
5603,51,$318.18 
5604,70,$713.24 
5605,83,$295.53 
5606,15,$128.80 
5607,99,$645.15 
5608,57,$180.77 
5609,6,$794.22 
5610,73,$945.50 
5611,66,$915.33 
5612,77,$729.57 
5613,19,$878.05 
5614,35,$722.93 
5615,75,$23.16 
5616,17,$754.92 
5617,29,$170.06 
5618,77,$644.46 
5619,63,$625.58 
5620,13,$733.62 
5621,10,$42.60 
5622,28,$240.75 
5623,21,$254.65 
5624,50,$726.04 
5625,51,$331.71 
5626,3,$910.88 
5627,5,$439.01 
5628,41,$890.64 
5629,66,$706.83 
5630,90,$156.86 
5631,54,$891.97 
5632,71,$312.93 
5633,78,$342.97 
5634,72,$743.22 
5635,58,$675.15 
5636,55,$262.78 
5637,24,$222.18 
5638,21,$581.04 
5639,91,$344.35 
5640,42,$203.25 
5641,37,$637.42 
5642,84,$806.90 
5643,5,$161.52 
5644,6,$399.51 
5645,63,$393.87 
5646,62,$314.03 
5647,31,$280.23 
5648,96,$711.52 
5649,28,$982.01 
5650,50,$468.58 
5651,71,$857.20 
5652,31,$178.59 
5653,67,$263.76 
5654,29,$870.14 
5655,27,$197.21 
5656,40,$121.76 
5657,74,$18.10 
5658,49,$861.24 
5659,85,$358.13 
5660,38,$381.83 
5661,67,$888.49 
5662,62,$414.12 
5663,56,$277.50 
5664,58,$762.97 
5665,2,$675.03 
5666,47,$444.39 
5667,68,$13.82 
5668,66,$763.88 
5669,24,$831.30 
5670,63,$889.83 
5671,93,$115.58 
5672,87,$374.96 
5673,20,$327.69 
5674,35,$623.84 
5675,40,$384.25 
5676,92,$641.68 
5677,77,$740.91 
5678,2,$308.35 
5679,13,$316.55 
5680,35,$736.27 
5681,50,$300.91 
5682,54,$733.47 
5683,85,$154.45 
5684,44,$620.36 
5685,27,$561.82 
5686,94,$787.76 
5687,26,$824.44 
5688,85,$593.43 
5689,69,$934.36 
5690,57,$970.62 
5691,98,$722.31 
5692,19,$860.43 
5693,20,$516.86 
5694,32,$168.82 
5695,78,$152.83 
5696,4,$80.85 
5697,94,$694.55 
5698,38,$168.51 
5699,28,$494.19 
5700,73,$131.33 
5701,64,$406.34 
5702,14,$385.32 
5703,54,$436.25 
5704,46,$861.80 
5705,92,$421.60 
5706,16,$213.11 
5707,40,$240.03 
5708,78,$319.92 
5709,61,$131.31 
5710,77,$28.99 
5711,31,$857.95 
5712,52,$953.52 
5713,66,$220.53 
5714,36,$612.92 
5715,64,$694.76 
5716,56,$357.72 
5717,86,$514.42 
5718,39,$973.18 
5719,19,$567.77 
5720,97,$299.00 
5721,54,$248.73 
5722,9,$858.82 
5723,76,$61.30 
5724,75,$441.61 
5725,76,$338.42 
5726,93,$66.45 
5727,51,$807.76 
5728,93,$904.01 
5729,15,$82.14 
5730,63,$562.52 
5731,16,$588.58 
5732,86,$112.80 
5733,35,$127.42 
5734,68,$946.84 
5735,30,$952.44 
5736,32,$403.12 
5737,37,$331.22 
5738,10,$190.19 
5739,75,$340.44 
5740,14,$445.27 
5741,76,$29.13 
5742,9,$210.25 
5743,61,$31.20 
5744,54,$296.81 
5745,11,$372.75 
5746,10,$902.25 
5747,18,$272.55 
5748,84,$557.10 
5749,81,$138.21 
5750,48,$200.82 
5751,5,$913.16 
5752,22,$431.85 
5753,63,$36.76 
5754,52,$75.79 
5755,48,$325.16 
5756,93,$926.33 
5757,89,$857.24 
5758,19,$719.39 
5759,30,$523.83 
5760,14,$209.31 
5761,80,$553.28 
5762,8,$589.55 
5763,49,$393.21 
5764,0,$147.97 
5765,89,$527.73 
5766,77,$880.28 
5767,68,$700.93 
5768,3,$387.27 
5769,64,$158.55 
5770,22,$206.45 
5771,64,$159.62 
5772,61,$780.94 
5773,1,$638.48 
5774,33,$455.51
5775,45,$661.29 
5776,87,$225.23 
5777,22,$619.94 
5778,90,$184.52 
5779,77,$266.71 
5780,41,$666.14 
5781,99,$825.14 
5782,13,$125.23 
5783,2,$799.86 
5784,39,$209.28 
5785,14,$514.22 
5786,66,$804.08 
5787,27,$92.66 
5788,4,$930.78 
5789,88,$973.17 
5790,99,$669.14 
5791,38,$359.89 
5792,71,$310.19 
5793,27,$435.70 
5794,69,$814.21 
5795,43,$26.07 
5796,0,$951.91 
5797,93,$190.34 
5798,16,$86.59 
5799,86,$403.17 
5800,25,$118.46 
5801,90,$873.10 
5802,2,$40.32 
5803,8,$556.56 
5804,60,$300.43 
5805,69,$390.08 
5806,57,$116.68 
5807,87,$605.65 
5808,37,$176.88 
5809,39,$449.66 
5810,76,$9.88 
5811,87,$604.92 
5812,4,$12.54 
5813,74,$382.94 
5814,17,$800.66 
5815,86,$657.60 
5816,68,$151.70 
5817,91,$382.43 
5818,50,$302.99 
5819,1,$929.41 
5820,91,$685.71 
5821,76,$263.71 
5822,26,$361.15 
5823,11,$36.42 
5824,56,$752.50 
5825,0,$566.61 
5826,56,$855.32 
5827,31,$424.65 
5828,72,$898.06 
5829,12,$675.65 
5830,72,$989.74 
5831,58,$662.75 
5832,12,$731.54 
5833,10,$835.56 
5834,54,$872.95 
5835,57,$228.38 
5836,76,$878.87 
5837,40,$394.80 
5838,27,$237.37 
5839,50,$57.57 
5840,64,$240.53 
5841,6,$777.46 
5842,54,$569.72 
5843,31,$692.67 
5844,98,$55.11 
5845,54,$215.83 
5846,78,$501.00 
5847,12,$793.04 
5848,69,$502.67 
5849,13,$818.87 
5850,49,$302.75 
5851,34,$183.46 
5852,65,$840.27 
5853,28,$36.13 
5854,45,$396.32 
5855,3,$592.96 
5856,55,$557.59 
5857,24,$324.22 
5858,51,$735.85 
5859,62,$97.05 
5860,11,$71.64 
5861,69,$940.68 
5862,21,$671.65 
5863,9,$695.33 
5864,33,$483.42
5865,94,$374.12 
5866,22,$817.01 
5867,8,$213.27 
5868,86,$705.59 
5869,79,$46.87 
5870,47,$307.97 
5871,89,$433.10 
5872,44,$307.64 
5873,42,$444.02 
5874,72,$338.10 
5875,58,$387.66 
5876,91,$150.98 
5877,11,$932.60 
5878,31,$38.99 
5879,99,$656.95 
5880,27,$295.34 
5881,45,$834.08 
5882,41,$227.49 
5883,80,$171.29 
5884,10,$297.16 
5885,67,$470.18 
5886,20,$495.58 
5887,94,$947.92 
5888,70,$577.47 
5889,24,$290.35 
5890,1,$158.84 
5891,74,$330.43 
5892,14,$248.98 
5893,75,$461.30 
5894,42,$904.69 
5895,41,$853.01 
5896,54,$572.61 
5897,16,$309.11 
5898,35,$331.27 
5899,16,$770.79 
5900,81,$439.11 
5901,22,$377.54 
5902,25,$354.23 
5903,58,$783.33 
5904,98,$237.36 
5905,80,$96.28 
5906,53,$457.02 
5907,62,$118.30 
5908,58,$440.17 
5909,28,$152.68 
5910,98,$461.91 
5911,45,$204.89 
5912,65,$175.61 
5913,87,$161.95 
5914,94,$935.13 
5915,27,$531.03 
5916,78,$148.03 
5917,85,$494.06 
5918,65,$322.35 
5919,38,$950.45 
5920,62,$516.23 
5921,96,$933.23 
5922,49,$464.76 
5923,81,$963.94 
5924,50,$841.58 
5925,53,$38.38 
5926,38,$671.44 
5927,62,$94.85 
5928,25,$756.03 
5929,83,$486.58 
5930,41,$138.40 
5931,31,$291.68 
5932,28,$535.37 
5933,28,$383.02 
5934,52,$439.67 
5935,42,$800.42 
5936,25,$107.14 
5937,99,$789.63 
5938,78,$303.40 
5939,1,$467.78 
5940,90,$48.08 
5941,93,$129.11 
5942,16,$841.07 
5943,39,$384.13 
5944,91,$172.35 
5945,57,$577.16 
5946,11,$604.55 
5947,25,$609.24 
5948,80,$210.48 
5949,51,$878.96 
5950,91,$220.36 
5951,54,$232.95 
5952,14,$12.36 
5953,9,$389.61 
5954,54,$492.50 
5955,17,$670.88 
5956,70,$142.27 
5957,16,$606.09 
5958,94,$677.45 
5959,17,$945.02 
5960,2,$191.32 
5961,85,$250.02 
5962,32,$24.17 
5963,54,$296.50 
5964,31,$323.72 
5965,51,$136.39 
5966,52,$541.97 
5967,95,$229.36 
5968,87,$82.14 
5969,61,$346.61 
5970,14,$40.06 
5971,15,$616.72 
5972,54,$839.62 
5973,84,$366.03 
5974,12,$235.67 
5975,62,$948.84 
5976,68,$824.19 
5977,56,$943.69 
5978,8,$248.38 
5979,49,$59.04 
5980,12,$397.28 
5981,32,$462.74 
5982,60,$581.22 
5983,42,$151.24 
5984,27,$536.90 
5985,91,$33.54 
5986,9,$375.98 
5987,37,$557.48 
5988,13,$804.11 
5989,36,$700.57 
5990,42,$326.21 
5991,83,$672.29 
5992,93,$980.25 
5993,21,$365.85 
5994,98,$946.34 
5995,43,$496.93 
5996,66,$302.51 
5997,17,$858.81 
5998,55,$307.25 
5999,53,$996.29 
6000,14,$918.46 
6001,71,$250.54 
6002,81,$473.65 
6003,26,$661.75 
6004,36,$492.61 
6005,2,$529.38 
6006,24,$651.26 
6007,51,$749.38 
6008,81,$656.34 
6009,24,$558.79 
6010,82,$148.50 
6011,90,$94.88 
6012,13,$10.75 
6013,64,$99.04 
6014,83,$341.11 
6015,10,$315.46 
6016,74,$950.54 
6017,13,$680.93 
6018,18,$19.10 
6019,80,$902.39 
6020,78,$653.65 
6021,61,$693.25 
6022,59,$454.08 
6023,1,$6.36 
6024,96,$410.05 
6025,35,$112.41 
6026,30,$218.56 
6027,51,$784.88 
6028,44,$653.90 
6029,97,$970.41 
6030,49,$326.82 
6031,7,$7.23 
6032,57,$190.71 
6033,43,$935.73 
6034,75,$537.03 
6035,56,$959.07 
6036,55,$140.24 
6037,7,$106.49 
6038,40,$658.44 
6039,66,$555.00 
6040,59,$929.25 
6041,65,$876.49 
6042,93,$740.83 
6043,95,$139.52 
6044,40,$563.06 
6045,35,$67.50 
6046,79,$199.33 
6047,2,$38.02 
6048,70,$811.07 
6049,41,$653.23 
6050,83,$877.21 
6051,19,$735.52 
6052,43,$888.53 
6053,34,$558.19 
6054,89,$854.50 
6055,38,$35.30 
6056,24,$788.92 
6057,66,$552.10 
6058,51,$916.98 
6059,92,$926.89 
6060,36,$569.27 
6061,49,$617.78 
6062,16,$631.42 
6063,35,$917.17 
6064,56,$956.66 
6065,0,$858.79 
6066,3,$319.29 
6067,65,$899.54 
6068,18,$743.97 
6069,89,$995.19 
6070,45,$738.55 
6071,8,$156.21 
6072,44,$657.36 
6073,4,$9.00 
6074,31,$512.82 
6075,55,$251.69 
6076,12,$288.44 
6077,83,$63.65 
6078,22,$87.35 
6079,25,$810.04 
6080,5,$463.51 
6081,82,$123.47 
6082,17,$805.76 
6083,46,$458.52 
